ITEM_MAT_LIQUID_001,Clean Water
ITEM_RECIPE_ITEM_KEY_RESERVE_018,
ITEM_RECIPE_ITEM_KEY_RESERVE_019,
ITEM_RECIPE_ITEM_KEY_RESERVE_020,
ITEM_RECIPE_ITEM_QUEST_004,
ITEM_RECIPE_ITEM_QUEST_005,
ITEM_RECIPE_ITEM_QUEST_006,
ITEM_RECIPE_ITEM_QUEST_007,
ITEM_RECIPE_ITEM_QUEST_008,
ITEM_RECIPE_ITEM_QUEST_009,
ITEM_RECIPE_ITEM_QUEST_010,
ITEM_RECIPE_ITEM_QUEST_011,
ITEM_RECIPE_ITEM_QUEST_012,
ITEM_RECIPE_ITEM_QUEST_013,
ITEM_RECIPE_ITEM_QUEST_014,
ITEM_RECIPE_ITEM_QUEST_015,
ITEM_RECIPE_ITEM_QUEST_016,
ITEM_RECIPE_ITEM_QUEST_019,
ITEM_RECIPE_ITEM_QUEST_020,
ITEM_RECIPE_ITEM_QUEST_021,
ITEM_RECIPE_ITEM_QUEST_022,
ITEM_RECIPE_ITEM_QUEST_023,
ITEM_RECIPE_ITEM_QUEST_024,
ITEM_RECIPE_ITEM_QUEST_025,
ITEM_RECIPE_ITEM_QUEST_026,
ITEM_RECIPE_ITEM_QUEST_027,
ITEM_RECIPE_ITEM_QUEST_028,
ITEM_RECIPE_ITEM_QUEST_029,
ITEM_RECIPE_ITEM_QUEST_030,
ITEM_RECIPE_ITEM_QUEST_031,
ITEM_RECIPE_ITEM_QUEST_RESERVE_001,
ITEM_RECIPE_ITEM_QUEST_RESERVE_002,
ITEM_RECIPE_ITEM_QUEST_RESERVE_003,
ITEM_RECIPE_ITEM_QUEST_RESERVE_004,
ITEM_RECIPE_ITEM_QUEST_RESERVE_005,
ITEM_RECIPE_ITEM_QUEST_RESERVE_006,
ITEM_RECIPE_ITEM_QUEST_RESERVE_007,
ITEM_RECIPE_ITEM_QUEST_RESERVE_008,
ITEM_RECIPE_ITEM_QUEST_RESERVE_009,
ITEM_RECIPE_ITEM_QUEST_RESERVE_010,
ITEM_RECIPE_ITEM_QUEST_RESERVE_011,
ITEM_RECIPE_ITEM_QUEST_RESERVE_012,
ITEM_RECIPE_ITEM_QUEST_RESERVE_013,
ITEM_RECIPE_ITEM_QUEST_RESERVE_014,
ITEM_RECIPE_ITEM_QUEST_RESERVE_015,
ITEM_RECIPE_ITEM_QUEST_RESERVE_016,
ITEM_RECIPE_ITEM_QUEST_RESERVE_017,
ITEM_RECIPE_ITEM_QUEST_RESERVE_018,
ITEM_RECIPE_ITEM_QUEST_RESERVE_019,
ITEM_RECIPE_ITEM_QUEST_RESERVE_020,
ITEM_RECIPE_ITEM_FURNITURE_001,
ITEM_RECIPE_ITEM_FURNITURE_002,
ITEM_RECIPE_ITEM_FURNITURE_003,
ITEM_RECIPE_ITEM_FURNITURE_004,
ITEM_RECIPE_ITEM_FURNITURE_005,
ITEM_RECIPE_ITEM_FURNITURE_006,
ITEM_RECIPE_ITEM_FURNITURE_007,
ITEM_RECIPE_ITEM_FURNITURE_008,
ITEM_RECIPE_ITEM_FURNITURE_009,
ITEM_RECIPE_ITEM_FURNITURE_010,
ITEM_RECIPE_ITEM_FURNITURE_011,
ITEM_RECIPE_ITEM_FURNITURE_012,
ITEM_RECIPE_ITEM_FURNITURE_013,
ITEM_RECIPE_ITEM_FURNITURE_014,
ITEM_RECIPE_ITEM_FURNITURE_015,
ITEM_RECIPE_ITEM_FURNITURE_016,
ITEM_RECIPE_ITEM_FURNITURE_017,
ITEM_RECIPE_ITEM_FURNITURE_018,
ITEM_RECIPE_ITEM_FURNITURE_019,
ITEM_RECIPE_ITEM_FURNITURE_020,
ITEM_RECIPE_ITEM_FURNITURE_021,
ITEM_RECIPE_ITEM_FURNITURE_022,
ITEM_RECIPE_ITEM_FURNITURE_023,
ITEM_RECIPE_ITEM_FURNITURE_024,
ITEM_RECIPE_ITEM_FURNITURE_025,
ITEM_RECIPE_ITEM_FURNITURE_026,
ITEM_RECIPE_ITEM_FURNITURE_027,
ITEM_RECIPE_ITEM_FURNITURE_028,
ITEM_RECIPE_ITEM_FURNITURE_029,
ITEM_RECIPE_ITEM_FURNITURE_030,
ITEM_RECIPE_ITEM_FURNITURE_031,
ITEM_RECIPE_ITEM_FURNITURE_032,
ITEM_RECIPE_ITEM_FURNITURE_033,
ITEM_RECIPE_ITEM_FURNITURE_034,
ITEM_RECIPE_ITEM_FURNITURE_035,
ITEM_RECIPE_ITEM_FURNITURE_036,
ITEM_RECIPE_ITEM_FURNITURE_037,
ITEM_RECIPE_ITEM_FURNITURE_038,
ITEM_RECIPE_ITEM_FURNITURE_039,
ITEM_RECIPE_ITEM_FURNITURE_040,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_001,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_002,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_003,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_004,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_005,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_006,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_007,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_008,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_009,
ITEM_RECIPE_ITEM_FURNITURE_RESERVE_010,
ITEM_SUB_ITM_CHANGE_POWER,
ITEM_SUB_ITM_ADD_QUALITY,
ITEM_SUB_ITM_ADD_EFFCRIT,
ITEM_SUB_BTL_REACTION_HPRATE,
ITEM_SUB_ITM_RAND_BASEUP,
ITEM_SUB_ITM_PROB_BASEUP,
ITEM_SUB_ITM_ADD_USECOUNT,
ITEM_SUB_BTL_ADD_USEEFFECT,
ITEM_SUB_ITM_ADD_PRICE,
ITEM_SUB_ITM_ADD_PRICE_REAL,
ITEM_SUB_EQI_ADD_MAXHP,
ITEM_SUB_EQI_ADD_MAXMP,
ITEM_SUB_EQI_ADD_ATTACK,
ITEM_SUB_EQI_ADD_DEFENSE,
ITEM_SUB_EQI_ADD_SPEED,
ITEM_SUB_EQI_ADD_ALLPARAM,
ITEM_SUB_EQI_REDUCE_SKILLCOST,
ITEM_SUB_EQI_ADD_SKILLPOWER,
ITEM_SUB_BTL_DRAIN_TAKENDMG,
ITEM_SUB_BTL_RANK_BONUS,
ITEM_SUB_BTL_LARGE_ENEMYBONUS,
ITEM_SUB_BTL_SHORT_ENEMYBONUS,
ITEM_SUB_BTL_LAST_BONUS,
ITEM_SUB_BTL_BIG_ENEMYBONUS,
ITEM_SUB_BTL_SMALL_ENEMYBONUS,
ITEM_SUB_BTL_COST_BONUS,
ITEM_SUB_BTL_QUICK_USE,
ITEM_SUB_BTL_FORCED_LASTUSE,
ITEM_SUB_BTL_COUNT_POWER,
ITEM_SUB_CHANGE_ACTUAL_POWER,
ITEM_SUB_COST_PROPORTION_BONUS,
ITEM_SUB_WT_PROPORTION_BONUS,
ITEM_SUB_EVOLVE_STATUS,
ITEM_SUB_BREAKING_BONUS,
ITEM_SUB_ADD_PLUS_DAMAGE,
ITEM_SUB_CHANGE_ATT_BLESSING,
ITEM_SUB_BASE_NONE,
ITEM_SUB_BTL_TIME_SKILL,
ITEM_SUB_ITEM_PRESERV,
ITEM_USE_BATTLE,
ITEM_USE_ALWAYS,
ITEM_USE_EQUIP,
ITEM_USE_FIELD,
ITEM_USE_MENU,
ITEM_USE_PARTY,
ITEM_USE_NONE_02,
ITEM_USE_SELF,
ITEM_USE_MACHINE,
ITEM_USE_KETTLE,
ITEM_USE_CATALYST,
ITEM_ELEM_FIRE,
ITEM_ELEM_ICE,
ITEM_ELEM_THUNDER,
ITEM_ELEM_AIR,
LANDMARK_S06_LANDMARK_01,
LANDMARK_S06_LANDMARK_02,
LANDMARK_S07_LANDMARK_01,
LANDMARK_S07_LANDMARK_02,
LANDMARK_S08_LANDMARK_01,
LANDMARK_S09_LANDMARK_01,
LANDMARK_S09_LANDMARK_02,
LANDMARK_S10_LANDMARK_01,
LANDMARK_S10_LANDMARK_02,
LANDMARK_S11_LANDMARK_01,
LANDMARK_S14_LANDMARK_01,
LANDMARK_S15_LANDMARK_01,
LANDMARK_S15_LANDMARK_02,
LANDMARK_S16_LANDMARK_01,
LANDMARK_S16_LANDMARK_02,
LANDMARK_S17_LANDMARK_01,
LANDMARK_S18_LANDMARK_01,
LANDMARK_S19_LANDMARK_01,
LANDMARK_S19_LANDMARK_02,
LANDMARK_S20_LANDMARK_01,
LANDMARK_S21_LANDMARK_01,
LANDMARK_S21_LANDMARK_02,
LANDMARK_S22_LANDMARK_01,
LANDMARK_S22_LANDMARK_02,
LANDMARK_S23_LANDMARK_01,
LANDMARK_S23_LANDMARK_02,
LANDMARK_S24_LANDMARK_01,
LANDMARK_S25_LANDMARK_01,
LANDMARK_S25_LANDMARK_02,
LANDMARK_S26_LANDMARK_01,
LANDMARK_S26_LANDMARK_02,
LANDMARK_S26_LANDMARK_03,
LANDMARK_S27_LANDMARK_01,
LANDMARK_S27_LANDMARK_02,
LANDMARK_S27_LANDMARK_03,
LANDMARK_S28_LANDMARK_01,
LANDMARK_S28_LANDMARK_02,
LANDMARK_S29_LANDMARK_01,
LANDMARK_S30_LANDMARK_01,
LANDMARK_S31_LANDMARK_01,
LANDMARK_S32_LANDMARK_01,
LANDMARK_S32_LANDMARK_02,
LANDMARK_S32_LANDMARK_03,
LANDMARK_S33_LANDMARK_01,
LANDMARK_S34_LANDMARK_01,
LANDMARK_S34_LANDMARK_02,
LANDMARK_S35_LANDMARK_01,
LANDMARK_S36_LANDMARK_01,
LANDMARK_S37_LANDMARK_01,
LANDMARK_S37_LANDMARK_02,
LANDMARK_S38_LANDMARK_01,
LANDMARK_S39_LANDMARK_01,
LANDMARK_S39_LANDMARK_02,
LANDMARK_S40_LANDMARK_01,
LANDMARK_S41_LANDMARK_01,
LANDMARK_S41_LANDMARK_02,
LANDMARK_S41_LANDMARK_03,
LANDMARK_S41_LANDMARK_04,
LANDMARK_S42_LANDMARK_01,
LANDMARK_S43_LANDMARK_01,
LANDMARK_S43_LANDMARK_02,
LANDMARK_S43_LANDMARK_03,
LANDMARK_S44_LANDMARK_01,
LANDMARK_S46_LANDMARK_01,
MIX_RECIPE_CATEGORY_ASSIST,
MIX_RECIPE_CATEGORY_ATTACK,
MIX_RECIPE_CATEGORY_HEAL,
MIX_RECIPE_CATEGORY_ACCESSORY,
MIX_RECIPE_CATEGORY_MATERIAL,
MIX_RECIPE_CATEGORY_ALCHEMY,
MIX_RECIPE_CATEGORY_WEAPON,
MIX_RECIPE_CATEGORY_ARMOR,
MIX_RECIPE_CATEGORY_SEARCH_EQUIP,
MIX_RECIPE_CATEGORY_NO_DISP,
MIX_RECIPE_CATEGORY_SYMBOL,
MIX_FIELD_DUMMY,
MIX_FIELD_ITEM_MIX_FLAME,
MIX_FIELD_ITEM_MIX_TERAFLAME,
MIX_FIELD_ITEM_MIX_REFERUN,
MIX_FIELD_ITEM_MIX_RAKETE_REFERUN,
MIX_FIELD_ITEM_MIX_DONAR_STONE,
MIX_FEATURE_0,
MIX_FEATURE_1,
MIX_FEATURE_2,
MIX_FEATURE_3,
MIX_FEATURE_4,
MIX_FEATURE_5,
MIX_FEATURE_6,
MIX_FEATURE_7,
MIX_FEATURE_8,
MIX_FEATURE_9,
MIX_FEATURE_10,
MIX_FEATURE_11,
MIX_FEATURE_12,
MIX_FEATURE_13,
MIX_FEATURE_14,
MIX_FEATURE_15,
MIX_FEATURE_16,
MIX_FEATURE_17,
MIX_FEATURE_18,
MIX_FEATURE_19,
MIX_FEATURE_20,
MIX_FEATURE_21,
MIX_FEATURE_22,
MIX_FEATURE_23,
MIX_FEATURE_24,
MIX_FEATURE_25,
MIX_FEATURE_BASE_ADD_EFF_INDEX_0,
MIX_FEATURE_BASE_ADD_EFF_INDEX_1,
MIX_FEATURE_BASE_ADD_EFF_INDEX_2,
MIX_FEATURE_BASE_ADD_EFF_INDEX_3,
MIX_FEATURE_BASE_REDUCE_EFF_INDEX_0,
MIX_FEATURE_BASE_REDUCE_EFF_INDEX_1,
MIX_FEATURE_BASE_REDUCE_EFF_INDEX_2,
MIX_FEATURE_BASE_REDUCE_EFF_INDEX_3,
MIX_FEATURE_BASE_ADD_EFF_FIRE,
MIX_FEATURE_BASE_ADD_EFF_AIR,
MIX_FEATURE_BASE_ADD_EFF_WATER,
MIX_FEATURE_BASE_ADD_EFF_EARTH,
MIX_FEATURE_BASE_REDUCE_EFF_FIRE,
MIX_FEATURE_BASE_REDUCE_EFF_AIR,
MIX_FEATURE_BASE_REDUCE_EFF_WATER,
MIX_FEATURE_BASE_REDUCE_EFF_EARTH,
MIX_FEATURE_BASE_ADD_ALL_EFF,
MIX_FEATURE_BASE_REDUCE_ALL_EFF,
MIX_FEATURE_BASE_ADD_QUALITY,
MIX_FEATURE_BASE_REDUCE_QUALITY,
MIX_FEATURE_BASE_ADD_TAKEOVER_POT_NUM,
MIX_FEATURE_BASE_ADD_MAKE_NUM,
MIX_FEATURE_BASE_ADD_LEVEL,
MIX_FEATURE_BASE_RECIPE_IDEA,
RE_ACT_MOB05A,
RE_ACT_MOB20B,
RE_ACT_MOB21A,
RE_ACT_MOB21B,
RE_ACT_MOB21C,
RE_ACT_MOB21D,
RE_ACT_MOB21E,
RE_ACT_MOB22A,
RE_ACT_MOB22B,
RE_ACT_MOB23A,
RE_ACT_MOB23B,
MONSTER_PUNI_00,Blue Puni
MONSTER_PUNI_01,Green Puni
MONSTER_PUNI_02,Red Puni
MONSTER_PUNI_03,Black Puni
MONSTER_PUNI_04,Silver Puni
MONSTER_PUNI_05,Gold Puni
MONSTER_PUNI_06,Big Puni
MONSTER_PUNI_07,Shining Puni
MONSTER_WEASEL_00,Giant Weasel
MONSTER_WEASEL_01,Bluefin
MONSTER_WEASEL_02,Silky Fur
MONSTER_WEASEL_03,Night Hunter
MONSTER_WEASEL_04,Ruined Corrupter
MONSTER_WEASEL_05,Hide Stalker
MONSTER_WEASEL_06,Mother Weasel
MONSTER_WEASEL_07,Savage Assassin
MONSTER_SPIRIT_00,Flower Pixie
MONSTER_SPIRIT_01,Illuminated Sylph
MONSTER_SPIRIT_02,Flower Gardener
MONSTER_SPIRIT_03,Eternal Guardian
MONSTER_SPIRIT_04,Blazing Maiden
MONSTER_SPIRIT_05,Hallowed Spirit
MONSTER_SPIRIT_06,Elder Fairy
MONSTER_SPIRIT_07,Mirage Master
MONSTER_SPIRIT_08,Lunaria Angel
MONSTER_MINIGOLEM_00,Stone Golem
MONSTER_MINIGOLEM_01,Rock Puppet
MONSTER_MINIGOLEM_02,Jewel Guard
MONSTER_MINIGOLEM_03,Metal Golem
MONSTER_MINIGOLEM_04,Meteorite Doll
MONSTER_MINIGOLEM_05,Earth Master
MONSTER_MINIGOLEM_06,Colossus Golem
MONSTER_MINIGOLEM_07,Eternal Sculpture
MONSTER_MINIGOLEM_08,Boulder Soldier
MONSTER_KNIGHT_00,Living Armor
MONSTER_KNIGHT_01,Ghost Armor
MONSTER_KNIGHT_02,Honor Guard Armor
MONSTER_KNIGHT_03,Gladiator
MONSTER_KNIGHT_04,Legendary Warrior
MONSTER_KNIGHT_05,Immortal Knight
MONSTER_KNIGHT_06,Heavy Warrior Armor
MONSTER_KNIGHT_07,Noble Paladin
MONSTER_KNIGHT_08,Great Guardian
MONSTER_SCORPION_00,Stinger
MONSTER_SCORPION_01,Sharpened Scissors
MONSTER_SCORPION_02,Pile Bunker
MONSTER_SCORPION_03,Parching Demon
MONSTER_RAT_00,Dark Scout
MONSTER_RAT_01,Spine Rat
MONSTER_RAT_02,Ogre Head
MONSTER_RAT_03,Shadow Vanguard
MONSTER_RAT_04,Thrust Hedge
MONSTER_RAT_05,Shadow Eater
MONSTER_MINIDRAGON_00,Mini Wyvern
MONSTER_MINIDRAGON_01,Zephyr Feather
MONSTER_MINIDRAGON_02,Evil Orchis
MONSTER_MINIDRAGON_03,Mach Hawk
MONSTER_MINIDRAGON_04,Watcher
MONSTER_MINIDRAGON_05,Draconic Lord
MONSTER_MINIDRAGON_06,Mega Wyvern
MONSTER_MINIDRAGON_07,King of Storms
MONSTER_MINIDRAGON_08,Cloud Liner
MONSTER_SHARK_00,Hide Shark
MONSTER_SHARK_01,Megamouth
MONSTER_SHARK_02,Grand Tusk
MONSTER_SHARK_03,Sandstorm Tyrant
MONSTER_BEETLE_00,Dark General
MONSTER_BEETLE_01,Cluster Beetle
MONSTER_BEETLE_02,Shadow Commander
MONSTER_BEETLE_03,Horn Demon
MONSTER_WYVERN_00,Old Castle Dragon
MONSTER_WYVERN_01,Dragon Lord
MONSTER_ELEMENT_00,Great Wind Element
MONSTER_ELEMENT_01,Great Dark Element
MONSTER_ELEMENT_02,Great Fire Element
MONSTER_ELEMENT_03,Great Ice Element
MONSTER_ELEMENT_04,Great Lightning Element
MONSTER_LASTBOSS_A_00,Ravaging Queen
MONSTER_LASTBOSS_A_01,Queen of Shadows
MONSTER_LASTBOSS_B_00,Ravaging Queen
MONSTER_LASTBOSS_B_01,Queen of Shadows
MONSTER_DIVISION_NORMAL,
MONSTER_DIVISION_BOSS,
MONSTER_SKILL_PUNI_00_0,
MONSTER_SKILL_PUNI_01_0,
MONSTER_SKILL_PUNI_02_0,
MONSTER_SKILL_PUNI_03_0,
MONSTER_SKILL_PUNI_04_0,
MONSTER_SKILL_PUNI_05_0,
MONSTER_SKILL_PUNI_06_0,
MONSTER_SKILL_PUNI_07_0,
MONSTER_SKILL_WEASEL_00_0,
MONSTER_SKILL_WEASEL_01_0,
MONSTER_SKILL_WEASEL_02_0,
MONSTER_SKILL_WEASEL_03_0,
MONSTER_SKILL_WEASEL_04_0,
MONSTER_SKILL_WEASEL_05_0,
MONSTER_SKILL_WEASEL_06_0,
MONSTER_SKILL_WEASEL_07_0,
MONSTER_SKILL_SPIRIT_00_0,
MONSTER_SKILL_SPIRIT_01_0,
MONSTER_SKILL_SPIRIT_02_0,
MONSTER_SKILL_SPIRIT_03_0,
MONSTER_SKILL_SPIRIT_04_0,
MONSTER_SKILL_SPIRIT_05_0,
MONSTER_SKILL_SPIRIT_06_0,
MONSTER_SKILL_SPIRIT_07_0,
MONSTER_SKILL_SPIRIT_08_0,
MONSTER_SKILL_MINIGOLEM_00_0,
MONSTER_SKILL_MINIGOLEM_01_0,
MONSTER_SKILL_MINIGOLEM_02_0,
MONSTER_SKILL_MINIGOLEM_03_0,
MONSTER_SKILL_MINIGOLEM_04_0,
MONSTER_SKILL_MINIGOLEM_05_0,
MONSTER_SKILL_MINIGOLEM_06_0,
MONSTER_SKILL_MINIGOLEM_07_0,
MONSTER_SKILL_MINIGOLEM_08_0,
MONSTER_SKILL_KNIGHT_00_0,
MONSTER_SKILL_KNIGHT_01_0,
MONSTER_SKILL_KNIGHT_02_0,
MONSTER_SKILL_KNIGHT_03_0,
MONSTER_SKILL_KNIGHT_04_0,
MONSTER_SKILL_KNIGHT_05_0,
MONSTER_SKILL_KNIGHT_06_0,
MONSTER_SKILL_KNIGHT_07_0,
MONSTER_SKILL_KNIGHT_08_0,
MONSTER_SKILL_SCORPION_00_0,
MONSTER_SKILL_SCORPION_01_0,
MONSTER_SKILL_SCORPION_02_0,
MONSTER_SKILL_SCORPION_03_0,
MONSTER_SKILL_RAT_00_0,
MONSTER_SKILL_RAT_01_0,
MONSTER_SKILL_RAT_02_0,
MONSTER_SKILL_RAT_03_0,
MONSTER_SKILL_RAT_04_0,
MONSTER_SKILL_RAT_05_0,
MONSTER_SKILL_MINIDRAGON_00_0,
MONSTER_SKILL_MINIDRAGON_01_0,
MONSTER_SKILL_MINIDRAGON_02_0,
MONSTER_SKILL_MINIDRAGON_03_0,
MONSTER_SKILL_MINIDRAGON_04_0,
MONSTER_SKILL_MINIDRAGON_05_0,
MONSTER_SKILL_MINIDRAGON_06_0,
MONSTER_SKILL_MINIDRAGON_07_0,
MONSTER_SKILL_MINIDRAGON_08_0,
MONSTER_SKILL_SHARK_00_0,
MONSTER_SKILL_SHARK_01_0,
MONSTER_SKILL_SHARK_02_0,
MONSTER_SKILL_SHARK_03_0,
MONSTER_SKILL_BEETLE_00_0,
MONSTER_SKILL_BEETLE_01_0,
MONSTER_SKILL_BEETLE_02_0,
MONSTER_SKILL_BEETLE_03_0,
MONSTER_SKILL_WYVERN_00_0,
MONSTER_SKILL_WYVERN_01_0,
MONSTER_SKILL_ELEMENT_00_0,
MONSTER_SKILL_ELEMENT_01_0,
MONSTER_SKILL_ELEMENT_02_0,
MONSTER_SKILL_ELEMENT_03_0,
MONSTER_SKILL_ELEMENT_04_0,
MONSTER_SKILL_LASTBOSS_A_00_0,
MONSTER_SKILL_LASTBOSS_A_01_0,
MONSTER_SKILL_LASTBOSS_B_00_0,
MONSTER_SKILL_LASTBOSS_B_01_0,
MONSTER_SKILL_WEASEL_01_1,
MONSTER_SKILL_MINIDRAGON_01_1,
MOVEMENT_MOVEMENT1,
MOVEMENT_MOVEMENT2,
MOVEMENT_MOVEMENT3,
MOVEMENT_MOVEMENT4,
MOVEMENT_MOVEMENT5,
MOVEMENT_MOVEMENT6,
MOVEMENT_MOVEMENT7,
MOVEMENT_MOVEMENT8,
MOVEMENT_MOVEMENT9,
MOVEMENT_RUNAWAY,
MOVEMENT_DEFENCE,
MOVEMENT_CONDITION_NOTHING,
MOVEMENT_CONDITION_PAST_TURN,
MOVEMENT_CONDITION_REST_HP,
MOVEMENT_CONDITION_SET,
MOVEMENT_CONDITION_DIFF_LV,
MOVEMENT_CONDITION_STATE,
NORMAL_ORDER_COND_CONTROL_CHARA_HP_RATE_DOWN,
NORMAL_ORDER_COND_CONTROL_CHARA_EXIST_PLUS_STATUS,
NORMAL_ORDER_COND_ORDER_CHARA_HP_RATE_DOWN,
NORMAL_ORDER_COND_TARGET_ENEMY_EXIST_MINUS_STATUS,
NORMAL_ORDER_COND_ENEMY_BREAK,
NORMAL_ORDER_COND_ENEMY_CHARGE,
NORMAL_ORDER_COND_TACTICS_LEVEL_UPPER,
PARTY_REISA,
PARTY_KLAU,
PARTY_LENT,
PARTY_TAO,
PARTY_AMPEL,
PARTY_LILA,
PARTY_RESERVE_0,
PARTY_RESERVE_1,
PARTY_RESERVE_2,
PARTY_PARAM_MHP,
PARTY_PARAM_MMP,
PARTY_PARAM_ATK,
PARTY_PARAM_DEF,
PARTY_PARAM_SPD,
PARTY_PARAM_MHP_UP,
PARTY_PARAM_MMP_UP,
PARTY_PARAM_ATK_UP,
PARTY_PARAM_DEF_UP,
PARTY_PARAM_SPD_UP,
,
PARTY_ROLE_NOVIS,
PARTY_ROLE_ATTACKER,
PARTY_ROLE_DEFENDER,
PARTY_ROLE_SUPPORTER,
PARTY_ROLE_HIGH_ATTACKER,
PARTY_ROLE_HIGH_DEFENDER,
PARTY_ROLE_HIGH_SUPPORTER,
PARTY_ROLE_ACCEL_BATTLER,
PARTY_ROLE_MIGHTY_LORD,
PARTY_ROLE_AROUND_FIGHTER,
PARTY_ROLE_NOVIS_LEGEND,
PARTY_ROLE_BRAVER,
PATTERN_NORMAL_SINGLE,
PATTERN_NORMAL_DOUBLE,
PATTERN_NORMAL_TRIPLE,
PATTERN_NORMAL_QUADRAPLE,
PATTERN_NORMAL_FIVETIMES,
PATTERN_NORMAL_SIXTIMES,
PATTERN_NORMAL_SEVENTIMES,
PATTERN_NORMAL_EIGHTTIMES,
PATTERN_NORMAL_NINETIMES,
PATTERN_SPECIAL_TRIPLE,
PATTERN_SPECIAL_QUADRAPLE,
PATTERN_SPECIAL_FIVETIMES,
PATTERN_SPECIAL_SIXTIMES,
PATTERN_SPECIAL_SEVENTIMES,
PATTERN_SPECIAL_EIGHTTIMES,
PATTERN_NEAR_DOUBLE,
PATTERN_NEAR_TRIPLE,
PATTERN_NEAR_QUADRAPLE,
PATTERN_DOUBLE_FOUR,
PATTERN_DOUBLE_FIVE,
PATTERN_DOUBLE_EIGHT,
PATTERN_LAST_BOSS,
PATTERN_TRIPLE_SEVEN,
Puni,
Weasel,
Spirit,
Golem,
Knight,
Scorpion,
Hedgehog,
Wyrm,
Shark,
Beetle,
Wyvern,
Spirit,
Mantis,
RACE_RESERVE0,
RACE_RESERVE1,
RACE_RESERVE2,
RACE_RESERVE3,
RACE_RESERVE4,
RACE_RESERVE5,
RACE_RESERVE6,
RACE_RESERVE7,
RACE_RESERVE8,
RACE_RESERVE9,
RACE_RESERVE10,
RACE_RESERVE11,
RANGE_SINGLE,
RANGE_RANGE_SMALL,
RANGE_RANGE_MIDDLE,
RANGE_RANGE_LARGE,
RANGE_ALL,
RANGE_LINE_LENGTH,
RANGE_LINE_CROSS,
RANGE_AREA,
RANGE_DIFFUSION,
PT_ITEM_ACTIVE_CUR_ITEM,
PT_SKILL_BEFORE_TGT_SKILL,
PT_SKILL_BEFORE_TGT_HPRATE,
PT_ITEM_BEFORE_CUR_ITEM,
PT_DMG_AFTER_CUR_BADSTATUS,
PT_DMG_AFTER_CUR_CRITICAL,
PT_DMG_AFTER_CUR_MISS,
PT_DMG_AFTER_CUR_REVIVE,
PT_DMG_AFTER_TGT_HPRATE,
ENEMY_DMG_AFTER_TGT_HPRATE,
ITEM_DMG_AFTER_TGT_HPRATE,
ENEMY_SKILL_AFTER_SKILL,
ENEMY_REACTION_AFTER_SKILL,
ENEMY_ITEM_AFTER_SUBEFF,
ENEMY_DMG_AFTER_DEAD,
ITEM_ITEM_AFTER_CATEGORY,
ENEMY_DMG_AFTER_DEAD_OTHERALL,
ENEMY_DMG_AFTER_CUR_ACTION,
ENEMY_DMG_AFTER_CUR_ITEM,
ENEMY_DMG_AFTER_BREAK,
ENEMY_DMG_AFTER_DOT_NUM,
ENEMY_DMG_AFTER_ATT_A,
PT_ACTION_ACTIVE_TGT,
PT_SKILL_BEFORE_TGT,
ENEMY_CHANGE_WEATHER,
ENEMY_DMG_AFTER_TGT_ATT_A,
PT_RECOVERY,
ENEMY_DMG_FALL_ITEM,
ENEMY_KNOCKBACK,
ENEMY_BAD_STATUS,
ENEMY_CURSE_ALL,
USE_ITEM,
CHANGE_FIELD,
REVERSE_MP,
REVERSE_WT,
REVERSE_BREAK,
ROLE_RANK_LOW,
ROLE_RANK_HIGH,
ROLE_RANK_TOP,
ROLE_RANK_SECRET,
ROLE_TYPE_ATTACK,
ROLE_TYPE_DEFENCE,
ROLE_TYPE_SUPPORT,
ROLE_TYPE_UNIQUE,
SKILL_COMMON_ITEM_AT_BAKU_UNI_01,
SKILL_COMMON_ITEM_AT_ICE_THORN_01,
SKILL_COMMON_ITEM_AT_CRAFT_01,
SKILL_COMMON_ITEM_AT_FLAME_01,
SKILL_COMMON_ITEM_AT_REFERUN_01,
SKILL_COMMON_ITEM_AT_PLAJIG_01,
SKILL_COMMON_ITEM_AT_LUFT_01,
SKILL_COMMON_ITEM_AT_LUFT_02,
SKILL_COMMON_ITEM_AT_NORDEN_BRAND_01,
SKILL_COMMON_ITEM_AT_LIGHTNING_BELL_01,
SKILL_COMMON_ITEM_AT_LIGHTNING_BELL_02,
SKILL_COMMON_ITEM_AT_BUBBLE_BULLET_01,
SKILL_COMMON_ITEM_AT_ROSE_FLAME_01,
SKILL_COMMON_ITEM_AT_ROSE_FLAME_02,
SKILL_COMMON_ITEM_AT_KLEID_REFERUN_01,
SKILL_COMMON_ITEM_AT_KLEID_REFERUN_02,
SKILL_COMMON_ITEM_AT_STRAHL_PLAJIG_01,
SKILL_COMMON_ITEM_AT_STRAHL_PLAJIG_02,
SKILL_COMMON_ITEM_AT_RATSEL_LUFT_01,
SKILL_COMMON_ITEM_AT_RATSEL_LUFT_02,
SKILL_COMMON_ITEM_AT_INDUCING_FIRE_BOTTLE_01,
